year,site,strength_gtex,mean_dayl.s_Jan,mean_srad.wm2_Jan,mean_tmax.c_Jan,mean_tmin.c_Jan,mean_vp.pa_Jan,sum_prcp.mm_Jan,mean_dayl.s_Feb,mean_srad.wm2_Feb,mean_tmax.c_Feb,mean_tmin.c_Feb,mean_vp.pa_Feb,sum_prcp.mm_Feb,mean_dayl.s_Mar,mean_srad.wm2_Mar,mean_tmax.c_Mar,mean_tmin.c_Mar,mean_vp.pa_Mar,sum_prcp.mm_Mar,mean_dayl.s_Apr,mean_srad.wm2_Apr,mean_tmax.c_Apr,mean_tmin.c_Apr,mean_vp.pa_Apr,sum_prcp.mm_Apr,mean_dayl.s_May,mean_srad.wm2_May,mean_tmax.c_May,mean_tmin.c_May,mean_vp.pa_May,sum_prcp.mm_May,mean_dayl.s_Jun,mean_srad.wm2_Jun,mean_tmax.c_Jun,mean_tmin.c_Jun,mean_vp.pa_Jun,sum_prcp.mm_Jun,mean_dayl.s_Jul,mean_srad.wm2_Jul,mean_tmax.c_Jul,mean_tmin.c_Jul,mean_vp.pa_Jul,sum_prcp.mm_Jul,mean_dayl.s_Aug,mean_srad.wm2_Aug,mean_tmax.c_Aug,mean_tmin.c_Aug,mean_vp.pa_Aug,sum_prcp.mm_Aug,mean_dayl.s_Sep,mean_srad.wm2_Sep,mean_tmax.c_Sep,mean_tmin.c_Sep,mean_vp.pa_Sep,sum_prcp.mm_Sep,mean_dayl.s_Oct,mean_srad.wm2_Oct,mean_tmax.c_Oct,mean_tmin.c_Oct,mean_vp.pa_Oct,sum_prcp.mm_Oct,mean_dayl.s_Nov,mean_srad.wm2_Nov,mean_tmax.c_Nov,mean_tmin.c_Nov,mean_vp.pa_Nov,sum_prcp.mm_Nov,mean_dayl.s_Dec,mean_srad.wm2_Dec,mean_tmax.c_Dec,mean_tmin.c_Dec,mean_vp.pa_Dec,sum_prcp.mm_Dec
1998,"Thrall, TX",31.1,36955.7,277,18.8,6.1,993.2,81.1,39330.3,320.3,18,5.5,916.4,104.1,42519.1,378.1,20.4,7.8,1136.6,72.1,45930,443.7,25.4,11.2,1351.5,25.4,48778.4,437.6,32.8,19,1918.4,8.1,50195,450.6,36,23.1,1481.4,18.4,49528.7,482.6,37.9,24.1,1214.1,19.9,47063.4,411.2,36,23,1527.8,60.1,43768.1,339.3,32.8,22.2,2391.8,172.4,40365.1,310.7,26.8,16.4,1935.5,276.6,37543.5,272.7,21.2,11.6,1397.1,112,36198.7,262.1,16.2,5.4,989.7,55.6
1998,"W Side Field Station, CA",33.2,35379.2,230.4,14.9,5,844,39.9,38367.5,265.5,15,5.9,931.6,131.3,42351.2,370.7,19.2,6.8,1009.8,78.5,46606.4,445.7,22.2,8,1083.8,25.9,50180.1,427.6,23.3,10,1165.4,58.5,51971.5,472.4,30,14,1296.6,10.9,51127.6,486.4,36.2,17.5,907.1,0,48024.9,479.8,37.4,18,796.3,0,43908.3,399.6,31.9,15.5,687.5,0,39662.4,355.2,25.8,8.6,415.1,10.3,36121.5,243.4,18.3,5.3,474.3,23.2,34420.5,242.7,13.5,-0.3,509.3,6.1
1998,"Weslaco, TX",30.9,38022.3,307.9,25.2,12.1,1425,16.6,39986.2,360.3,24.9,11.5,1259.5,71.3,42634,396,25.8,14.3,1434,12.8,45468.4,460.8,29.7,16.6,1398.1,0,47827.9,472.8,34.5,22,1110.7,0,48996.4,466.2,37,25.8,1300.3,0,48447.3,490.3,37.7,25.2,1253.7,12.1,46408.5,453.5,37.2,25,1235,23,43672.3,324,33.1,23.9,2658.4,248.2,40844.6,337.1,29.8,19.8,2347.6,127.5,38507.6,279.5,26.2,17.2,1983.5,78.1,37398.4,286,22,10.7,1384.1,22.3
1999,"Altus, OK",34.3,35872.6,250.6,13,-2.5,525.8,51.8,38667.9,351.1,19.2,1.6,692.8,3.4,42403.5,332,16.7,3.5,760.8,77.1,46395.6,427.9,24.2,8.9,1072.3,76.4,49741.9,399.3,27.9,14.1,1589,152.9,51414.7,381.3,31.5,19.6,2298.2,176.1,50627.1,426.2,36.3,22.3,2708.1,54.2,47724.9,404.4,38.4,22.2,2687,13,43864.6,344.7,29.9,15.9,1842,34.2,39881.5,342.1,25.8,9,1018.2,63.2,36566.2,282.7,22.2,5.3,906.8,6.5,34977.8,240.7,14.1,-1.1,573.7,81.5
1999,"Beeville, TX",29.8,37494.3,304.7,21.9,8.2,831,12.2,39661.1,352.2,24.6,11.4,957,33.3,42577,372.6,24.9,13.1,1163.9,65.8,45697.3,427.8,28.4,17.4,1656.1,79.9,48298.6,413,30.9,20.1,2255.1,48,49589.4,359.1,32.8,23.3,2805.4,110.8,48982.6,407.5,33.6,22.9,2799.9,81.8,46733.1,409.5,36.3,23.3,2840.2,82.3,43719.8,395.8,33,19.6,2316,51.5,40606.8,360.7,29,14.4,1693,25,38030.2,320.8,26.6,10.5,1288.2,5.6,36804.8,279,21.4,6.5,878,23.3
1999,"Bossier City, LA",32.3,36450.6,251.7,17.1,4,879.5,337.8,39020.9,338.3,20.3,6.4,1023.6,12,42465.1,330.8,19.1,6.9,1019.6,121.6,46147.6,418.6,26.8,14.1,1681.7,212.5,49227.9,400,28.7,15.8,1820.2,130.3,50763.4,370,31.9,21.3,2554.6,187.7,50040.9,397.6,33.9,22.9,2793.5,60.7,47372.3,423.4,37.1,22.3,2710.6,21.8,43813.2,366.5,30.8,16.6,1947.4,110.5,40139.1,336.4,26.1,10.2,1293,83.6,37087.6,288.5,22.9,6.5,990.3,20.6,35629.8,246.3,16.8,2,742.8,97.5
1999,"Clarkdale, LA",31,35678.1,294.3,9.8,-5.2,183,10.8,38549.3,384.6,11.3,-5.2,167.6,19.2,42382.8,444.7,14,-3.3,178.3,1.3,46478.8,445.9,11.7,-2.9,317.5,59,49914.7,545.9,20.6,2.2,298.7,3.1,51634.2,522.5,25.7,6.9,500.2,23.7,50824.4,387.2,25.9,11.1,976.9,128.2,47843.2,419.5,25.4,9.7,1161.8,140.8,43881.8,413.9,22.9,6.3,959.4,111.1,39795,403,21.3,0.7,654.2,0,36390.8,311.4,16.8,-2.9,509,0,34758.1,267.8,8.2,-8.4,246.9,0
1999,"College Station, TX",29.1,36941.2,282.5,19.2,5.8,983.9,53,39321.4,347.7,22.4,8.7,1169.4,4.5,42517.6,345.8,22.2,9.7,1170.4,115.7,45936.3,424.6,27.6,15.1,1755.5,90.9,48791.3,402.4,30.1,17.8,2055,129.4,50211.3,362.1,32.5,22.2,2690.2,98.2,49543.5,404.9,34,22.4,2703.7,72.9,47072.3,424.3,37.9,22.8,2755,12,43769.4,409.6,34,17.9,1927.8,14,40358.6,362.4,28.6,12.1,885.3,47.8,37530.4,305.8,24.9,8.5,960.4,23.4,36182.3,272.8,19.3,3.2,804.8,45.8
1999,"Dallas, TX",28.8,36389.7,263,16,3.5,839.6,53.5,38983.6,336.6,20.2,6.9,1042.1,3.2,42458.6,327.7,18.6,8,1082,89.4,46173.8,428.8,25.8,13.8,1573.9,63.3,49282.1,387.8,28.2,17.1,1961.1,177.9,50832.1,366.9,32.3,22.4,2724.9,55.4,50102.7,416.4,35.1,23.5,2906.2,50.5,47409.6,410.3,38.4,24.5,2902.6,0,43818.7,377.2,32,19,1911.6,45.8,40111.9,345.5,27.3,12.8,1075.3,42.8,37032.5,283.3,23.7,9.5,1167.5,38.1,35561,245.7,16.7,3.7,833.5,127
1999,"Keiser, AR",31.3,35579.4,222.7,10.3,-0.2,659,206.1,38489.3,306.3,14.8,3.3,805.9,38.6,42372.4,323.2,13.6,3.4,795.5,115,46520.9,393,23.2,12.3,1473,111.8,50002.3,421,27.5,15.1,1737.3,101.4,51745.5,357.6,31.2,20.7,2454.1,116.8,50924.5,410.7,34.2,23.1,2839.4,11.3,47903.2,417.6,33.7,20.4,2188.9,13.8,43890.6,405.9,30.3,14.9,1329.7,29,39751.2,312.5,24.2,9.2,1120.5,137.6,36301.9,246.2,19.4,6.5,1000.5,27.7,34646.7,212.5,11.7,0.9,685.9,123.6
1999,"Las Cruces, NM",30.7,36496.2,317.4,17.7,-1.4,229.3,5.2,39048.8,406.7,21.3,-0.1,217,0,42469.9,439.3,23,3.6,291,5.1,46128,506.5,25,5.8,343.9,0,49187.4,520.3,30.8,11.6,513.9,0,50712.1,492,34.1,16,701.8,44.2,49994.7,432.3,33.8,19.6,1138.8,55.4,47344.5,438.1,33.9,19,1841.4,48.9,43809.2,398.6,31.3,15.7,1677.1,40.1,40159.5,400.8,26.6,6.7,923.6,14.6,37128.7,339.7,22.9,1.9,519.2,0,35681.1,271.7,13.3,-3.2,319.9,13.7
1999,"Lubbock, TX",31.2,36157.8,278.4,15.1,-2,398.8,36.2,38841.9,377.9,20,0.4,508.5,0,42433.8,354.1,17.3,2.7,555.6,36.5,46273.3,457.5,23.4,7,632.8,71.8,49488.4,448.1,27,12,1190.3,68.3,51093.3,419,31,17.1,1913.3,165.6,50337.9,427.3,33.4,19.7,2314.2,32.3,47551.1,429.7,35.2,19.7,2294.8,30.4,43839.3,376.8,28.1,14.2,1592.6,86.7,40008.4,375.6,24.7,7.1,981.8,16.3,36823.3,309.5,22.2,3.4,796.3,0,35299.5,253.1,13.5,-2.3,488.5,35.3
1999,"Shafter, CA",31.9,35628.9,244.3,13.7,2,443.2,86.7,38519.4,322.3,17,4.4,824.4,10.6,42377.6,382.9,19.4,5.8,848.2,14.9,46499.8,456.5,22.6,7,764,19.5,49958.4,504.7,28.3,11.2,502.7,0,51689.7,500.3,32.6,15.1,656.9,0,50874.3,486.2,35.8,18.2,811.8,0,47873.2,466,34.2,17.5,759.8,0,43886.2,424.7,33.8,16.4,708.5,4.2,39773.2,363.7,30,11.9,517.7,0,36346.4,265.6,21.8,7,398.7,7.2,34702.6,253.3,16.9,2.2,317.8,4.2
1999,"Starkville, MS",30.8,36204.6,243.4,14.7,2.3,800.1,296.4,38870.5,321.6,18,4.2,859.6,58,42438.8,383.8,18.9,3.8,814,126,46253.3,378.1,25.8,13,1556.4,147.2,49446.8,428,28.1,14.1,1631.4,121.7,51040.6,361.9,30.7,19.9,2335.4,169.7,50290.4,419.2,33.4,21.8,2611,54.4,47522.5,420.9,35.1,20.4,2417.8,38.8,43835.1,396.1,30.7,14.7,1724.3,65.1,40029.3,339,25.4,8.9,1194.1,55.5,36865.5,265.2,20.8,5.2,920.1,42.6,35352.3,236.4,14.5,1.1,696.8,82.6
1999,"Thrall, TX",29.7,36955.7,287.1,19.3,5.3,880.2,28,39330.3,359.7,22.7,8.4,904.7,0,42519.1,353.2,22,9.6,1008.9,117.4,45930,433.5,27.7,15.3,1619,44.3,48778.4,411.6,30,17.9,2036.3,120.5,50195,364.4,32.3,22.2,2677.9,93.1,49528.7,418.6,34,22.3,2697.6,79.2,47063.4,429,37.7,23.1,2748.2,0,43768.1,410.8,34.1,18.5,1904.2,12.9,40365.1,369.4,28.3,12.3,819.5,33.6,37543.5,311.7,24.9,9.4,808.1,4.2,36198.7,275.3,19.4,3.9,768.2,33.9
1999,"Tipton, OK",29.5,36735.7,269.5,18.6,4.3,874.2,109.6,39195.5,330.4,19.4,5.9,974.3,32.2,42495.6,404.2,21.4,5.9,939.6,52,46024.9,407.2,27.5,13.9,1511.9,24.1,48974.2,434.5,29.1,15.1,1550.1,91.7,50442.4,356.9,30.9,20.3,2265.6,143.5,49751.8,393.8,32.8,22,2643,129.7,47198,403.8,34.2,22.3,2698.4,45.6,43787.8,384.9,30.3,17.1,1971,77.7,40266.6,339.4,25.9,13.2,1596.6,30.7,37344.9,294.6,22.4,7.8,1099.2,17.5,35951,254.3,17.6,3.8,838.4,70.8
1999,"W Side Field Station, CA",31.3,35379.2,240.4,13.6,2.5,445.4,42.9,38367.5,334.6,17.2,3.9,588.6,11.6,42351.2,373.6,18.7,5.5,633.6,15.2,46606.4,460.2,22.8,7.4,606.3,16.1,50180.1,510.6,28.9,10.4,474.1,0,51971.5,505,33.4,14.2,617.2,0,51127.6,488.7,35.7,16.5,728.3,0,48024.9,469.3,34.7,16.2,697.2,0,43908.3,430.6,34.6,15.3,653.7,0,39662.4,356.7,30.4,11.2,494.9,0,36121.5,259.1,21.8,6.5,393,2.4,34420.5,249.2,16.8,1.4,302.3,0
1999,"Weslaco, TX",31.3,38022.3,339.1,25,10.8,624,0,39986.2,378.2,27.6,14.6,656.9,0,42634,420.2,28.3,16.4,723.7,41.5,45468.4,470.2,31.6,20.6,963.6,0,47827.9,462.6,33.8,22.3,1265.2,43.6,48996.4,405,34.9,24.5,2031.7,32.5,48447.3,399.9,34.1,23.9,2627.4,115.9,46408.5,399.9,36.2,24.2,2892.7,99.5,43672.3,374.6,32.9,21.7,2610.8,83.4,40844.6,375.1,30.4,16.6,1947.5,24.4,38507.6,324.5,27.7,13.3,1553.9,0,37398.4,301,22.9,9.3,833.3,16
2000,"Altus, OK",33.8,35872.6,272.6,13,-2.2,532.8,7.7,38728.5,346.8,18.4,0.9,597.2,33.7,42536,350.1,19.4,5.2,857.6,155.2,46520.5,420.8,23.4,8.4,1121.2,104.5,49829.3,438.7,31.9,15.8,1844.9,15.5,51429.4,331.1,30.2,19,2217.8,177.4,50561.3,439.7,36.3,21.7,2612.3,31.1,47608.3,411.5,39.2,22.5,2709.4,0,43731.9,400.9,34,16.4,1642.1,34.8,39757.3,255,24,12.4,1193.9,183.1,36480.5,270.7,12.6,1.5,718.3,53.4,34964.4,248.3,6.3,-4.5,448.2,44
2000,"Auburn, AL",34.4,36420.2,261.3,13.8,0.7,692.2,121.5,39058.4,371.9,19.7,1.3,718.9,35.1,42584.6,372.5,22.2,5.9,952.4,115.4,46276.3,441.6,23.1,6.5,999.9,69.5,49335.7,424.9,30,14.9,1712.7,40.9,50811.1,436,31.8,17,1823.1,37.8,50011.1,438.4,34.4,19.2,1684.9,77.8,47283.1,404.6,32.7,18.4,2015.3,60,43693,345.4,27.7,15.7,1824,141.1,40010.5,372.7,25.5,8.5,1145.5,11.7,36981,245,17.5,4.5,932.5,213.9,35583.1,250.5,9.7,-2.7,527.1,141.2
2000,"Belle Mina, AL",32.4,35872.6,235.8,10.2,0.3,670.5,121.6,38728.5,334.6,16.9,2.4,777.8,76.1,42536,355.1,19.8,6.2,976.2,138.1,46520.5,387,20.7,8,1091.9,219.1,49829.3,411.7,28.6,16.3,1883.3,15.9,51429.4,378.5,31,18.9,2211.5,132,50561.3,423.3,33.2,20.2,2267.7,37.1,47608.3,403,33.7,20.1,2313.9,23.5,43731.9,349.4,28.9,16.3,1863.3,56.8,39757.3,351.6,26,9.7,1179.6,0,36480.5,224.2,15.4,4.5,903.7,192.2,34964.4,233.8,6.8,-3.6,489.6,100.1
2000,"Bossier City, LA",29.9,36450.6,253.1,15.6,3.6,843.3,74.7,39076.8,346.8,20.8,5.7,983.3,52.8,42587.3,331.2,22.5,10,1287.1,230.2,46262.7,404.1,23.6,10.6,1306,173.4,49308.2,377.2,29.6,18.5,2161.3,257.2,50776.8,355.2,31.3,21.1,2534.4,133.8,49980.5,423.2,35,22.5,2740.5,33.4,47265,420.3,37.8,22.6,2706.3,0,43690.8,366.9,32.3,17.7,1837.9,50.2,40024.7,326.4,26.3,12.2,1372.7,59.2,37008.9,223,16.2,6,1018.9,294.5,35617.5,216.3,9.1,-0.8,589.1,199.2
2000,"Clarkdale, LA",30,35678.1,294.8,9.2,-6.3,400.1,22,38611.6,335.8,9.8,-4.5,281.9,84.5,42518.8,411.6,10.4,-4.4,441.3,98.1,46607,510.7,19.1,-0.1,588.6,8.9,50004.5,523.5,24.6,4.3,669.7,0,51649.2,519.5,27.9,8,410,7.9,50756.8,531.6,29.9,10.5,469.7,2.6,47723.6,437,27,10.8,532.6,60.7,43745.7,473.3,25.8,7.2,551.6,0,39667.6,313.4,16.2,0.9,549,107.9,36302.8,331.1,7.5,-7.2,372.2,14.3,34744.4,275,10.4,-5.9,398.9,0
2000,"College Station, TX",33.7,36941.2,273.5,18.4,5.5,967.1,90.3,39373.2,349.3,22.5,8,1146.8,42.5,42631.1,358.4,24.3,11.7,1438,84.5,46043.2,434.7,26.5,12.8,1508.4,113.4,48865.7,372.1,30.6,19.7,2335.2,156.4,50223.7,385.5,32.2,21.9,2635,77.3,49487.6,458.1,37.5,22.2,2672.4,0,46972.8,438.8,38.3,22,1937.3,8,43655.7,402.3,34.7,18.7,1221,55.3,40252.4,285.4,27.4,16,1683.5,89,37457.6,265.3,18.4,7.7,1131.4,277.2,36171,257.3,13,1.7,706.6,106.6
2000,"Dallas, TX",29,36389.7,261,15.7,4,861.7,47.4,39040,348,20.7,6.8,1039.3,42.8,42581.9,359.5,21.7,9.5,1223.5,77.2,46290,407.9,23.9,11.8,1377.2,85.3,49363.2,392.9,30,18.7,2191.2,76,50845.6,349.3,31.1,21.6,2602.5,236.4,50041.8,431.6,36.1,23.7,2931.6,0,47301.3,397.3,38.4,24.4,3059.1,0,43695.1,396.5,33.6,19.4,1617.5,3.2,39996.4,287.6,26.1,15.5,1269.7,131.9,36953.1,254.2,15.1,5.4,957.8,204,35548.6,243.6,9.5,-0.5,600.5,76.3
2000,"Florence, SC",31.4,36000.3,230.3,11.6,0.4,660.7,174.5,38805.4,360.6,17.6,2.1,736.2,37.5,42547.3,368,21.9,6.6,1000.3,72.9,46463.7,411.8,23.3,9.1,1174.3,75.5,49714.2,426.5,30.6,15.8,1753.1,61.3,51285.1,386.2,32.3,19.5,2280.4,98.8,50433,377.7,32.1,20.6,2423.5,147.2,47532.6,377.7,31.7,20.3,2393.6,102.7,43722.9,345,27.9,17.5,2054.7,202.7,39816.3,366.2,25.1,9,1193.1,0,36597.2,253,18.1,4,860.8,62.6,35108.7,222.2,9.7,-1.6,563.5,32.6
2000,"Fresno County, CA",36.5,35192.1,243,12.5,3.3,789.2,226.7,38320.1,296.1,13.9,3.3,783.9,337.2,42475.9,406,16.4,4.4,844.2,63.4,46822.5,420.7,21.2,7.4,1038.2,79.4,50442,446.7,25.4,10.7,1313.9,41.7,52198.8,444.7,30.7,14.9,1472.9,40,51245.1,469.9,31.8,15.2,1144,0,48011,448.1,33.2,17.1,870,0,43780.1,430.9,29.2,13.3,611.5,10.1,39444,309.1,21.5,8.6,674.4,110.3,35859.1,286.7,13.6,1.7,701.2,10.1,34194.3,252.5,14.9,3.2,772.7,14.2
2000,"Keiser, AR",30.1,35579.4,241.2,8.8,-0.8,614.4,38.7,38552.3,315.1,14.8,2.5,786.9,119.7,42510,340.7,17.9,6.9,1024,90.5,46650.8,408.3,21.2,9.2,1183.8,141.6,50093.4,360.3,27.6,17.3,1998.7,180.1,51760.7,364.2,30.4,20.2,2397.2,136.9,50855.9,409.3,32.8,21.6,2608.8,24.4,47782.1,397.4,35.1,22.2,2673.1,25.6,43752.7,358,29.5,16.3,1819.1,61,39622.1,313.5,25.5,11.3,1367.3,30,36212.7,208.4,12.9,3.8,868.1,156.5,34632.7,226.1,3.3,-5.6,419.9,84.9
2000,"Kern, CA",32.5,35661.7,247.1,17,5,464.2,28.7,38601.7,292.7,19.1,7.2,664.6,54.2,42517.3,399.5,20.3,7,915.4,38.8,46614.3,444,26.2,9.9,999,13.9,50019.3,481.7,30.2,13.9,900.2,0.6,51667.7,488.2,35.1,18.3,821.7,0,50773.2,490.7,35,18,792.3,0,47733.3,465.6,36.5,19.3,865.3,0,43746.9,416.5,31.9,15.8,680.9,0,39660,326.9,25.7,11.4,518.5,12.4,36287.8,289.1,16.8,2.8,292.1,0,34725.8,249.7,16.2,2.6,341.7,0
2000,"Lubbock, TX",31.6,36157.8,295.2,14.9,-2.4,524.3,0,38900.2,381.1,20.3,0.5,278.7,1.7,42561.3,403.5,20.4,3.2,368.4,80,46393.5,471,25.5,7.7,754.9,32.7,49572.3,469.1,32.1,14.4,1212.2,19.2,51107.3,361.4,29.6,17.6,1982.1,178.7,50274.7,450.4,34.8,19.7,2239.5,58.7,47439.1,432.8,35.3,19.3,2235.5,0,43711.7,432.9,32.8,14.5,1452.7,0,39889.1,280.9,22.8,10.4,860.2,92.7,36741.1,293.5,12.5,-0.2,621.1,38.9,35286.7,254.1,8.8,-4.4,451.8,23.9
2000,"Maricopa, AZ",30.6,36297.5,291.7,22.4,3.8,688.5,0,38984.4,355.8,24.1,6.4,350.2,0,42573.7,415.3,25.2,8.3,637.9,71.7,46331.1,496.3,33,13,718.6,0,49446.3,498.9,38.5,18,881.5,0,50949.6,456.9,40.6,22.9,1098.7,11.5,50134.3,470.2,42.4,25.7,1304.8,6.9,47356.1,433.2,40.2,25.7,1320.5,28.3,43701.7,448.9,39.7,22.1,1035.9,0,39953.7,326.8,29.5,14.3,890.5,75.7,36868.8,306.1,19.8,4.1,814.9,8.6,35444.5,279.4,21.1,2.5,734.1,0
2000,"Pecos, TX",29.3,36735.7,317.6,19.6,0.1,438.6,0,39249,397.9,24.4,3.7,299.9,0,42612.8,465.9,25.9,4.9,316.6,0,46135.2,499.6,30.5,10.4,476.1,1.6,49051,498.2,36,17.2,763.2,0,50455.2,437.1,34.1,20,949.2,68.5,49694,503.1,38.2,22.3,1094.3,0,47095.3,472.2,36.7,20.7,1116.3,0.8,43670.4,475.3,35.3,16.9,750.5,0,40156.9,324.1,25.4,11.4,668.3,44.3,37269.6,308.7,16.2,2.3,645.1,26.3,35939.3,278.7,14.1,-0.8,556.2,4.2
2000,"Safford, AZ",29.2,36359,295.8,18.4,0.4,595.7,3.3,39021.5,365,21,2.7,289.4,4.7,42579.2,444,22.8,4.5,305.5,1.7,46303.7,507.1,29.7,9.9,453.8,0,49390.8,512.4,35.4,15.3,667.8,0,50880.2,445.9,36.4,20,897.2,29.2,50072.5,487.3,38.3,22.1,1032.3,10.7,47319.5,429.5,36.3,20.6,1157,61.5,43697.3,435.3,35.9,17.9,1430.4,0,39982.2,298.7,24.5,11.2,1201.3,114.7,36925.1,301.1,16,1.7,704.5,44.9,35514,283.2,16.6,-0.3,605.4,1.3
2000,"Saint Joseph, LA",30.4,36601.6,266.9,16.3,3.9,868.2,56.4,39167.9,367.3,21.5,5.1,947.2,11.5,42600.8,346.6,23.6,9.9,1254.2,158.4,46195.2,425.1,24.1,10.8,1323.3,178.5,49172,399.2,30.6,18.6,2168,54.7,50606.5,385.8,32.2,20.4,2411.6,106.6,49828.8,439.2,35.6,21.5,2396.1,19.9,47175.1,431.1,36.9,21.8,2204.2,10.6,43680,358.5,32.2,18,1760.3,81.1,40094.7,355.5,27.2,10.9,1297.5,40.9,37147,227.8,17.6,6.3,1033.4,245.5,35787.9,245.5,10.9,-0.8,592,65.7
2000,"Shafter, CA",33.6,35628.9,249,17.2,5.1,467,26.1,38582,291.3,19.4,7.4,664.9,56.7,42514.4,402.4,20.9,7,903.1,36.7,46628.9,445.5,26.5,9.5,969,17.2,50048.9,482.3,30.5,13.6,888.9,0,51704.8,494.3,35.2,17.4,770.2,0,50806.2,493.1,34.9,17.3,751.7,0,47752.8,476.9,36.3,17.8,782.2,0,43749.2,417.3,32,14.9,637.7,0,39644.9,326.4,25.5,10.7,488.6,14.2,36257.8,288,16.8,2.3,284,0,34688.7,249.5,16.1,2.2,332.8,0
2000,"Stoneville, MS",29.1,36204.6,246.7,12.7,1.9,750,82,38928.4,347.5,18.4,4.2,870.8,59.2,42565.4,336.6,21,8.6,1148.3,190.8,46372.6,409,22.6,10.5,1285.1,212,49530.1,393,29.6,18.1,2102.1,135.5,51054.5,379.6,31.7,20.7,2462.3,129.5,50227.7,428.2,34.8,21.9,2646.2,34,47411.3,419.3,37.2,22.3,2599,0,43708.3,348.4,31.3,17.5,1954,82.6,39910.7,344.4,27.1,11.3,1343.2,18,36783.9,214.6,15.4,5.5,968.8,271.1,35339.5,224,7.1,-2.5,518.2,185.1
2000,"Tifton, GA",31.9,36735.7,270.7,15.9,3.3,811.5,109.4,39249,368,20.6,4.8,907.4,63.8,42612.8,364.3,23.5,9.3,1189.4,183.4,46135.2,458.1,24.5,9.4,1202.1,11.1,49051,437.4,31.7,16.7,1928.5,3.5,50455.2,391.7,33.1,19.3,2141.5,120,49694,410.8,34,20.9,2232,96.7,47095.3,392.2,33.1,20.7,2448.1,74.6,43670.4,339.4,28.7,18.2,2121.3,276.3,40156.9,383.2,26.5,11.2,1355.4,22.1,37269.6,276.8,20.9,6.6,1034.2,97.3,35939.3,245.7,13.1,0.7,678.4,119.8
2000,"Tipton, OK",31.3,36735.7,270.7,15.9,3.3,811.5,109.4,39249,368,20.6,4.8,907.4,63.8,42612.8,364.3,23.5,9.3,1189.4,183.4,46135.2,458.1,24.5,9.4,1202.1,11.1,49051,437.4,31.7,16.7,1928.5,3.5,50455.2,391.7,33.1,19.3,2141.5,120,49694,410.8,34,20.9,2232,96.7,47095.3,392.2,33.1,20.7,2448.1,74.6,43670.4,339.4,28.7,18.2,2121.3,276.3,40156.9,383.2,26.5,11.2,1355.4,22.1,37269.6,276.8,20.9,6.6,1034.2,97.3,35939.3,245.7,13.1,0.7,678.4,119.8
2000,"University Park, NM",31.4,36511.3,316.4,18.6,-0.9,415,0,39113.4,390,20.9,0.8,236.7,0,42592.7,453.9,22.6,3.2,276.9,0,46235.6,516.4,29.2,8.9,424.3,0,49253.5,515,34.6,14.9,643.2,0,50708.4,447.2,34.7,18.5,872.6,75.2,49919.5,466.7,36.4,20.5,1348.7,30.4,47228.9,432.5,35,19.3,1713.1,31.3,43686.5,453.7,34.4,15.6,1287.3,0,40052.8,337,24.3,8.9,772.5,41.6,37064.3,317.7,16,0.2,583.6,24.7,35686,286.8,14.9,-1.9,505.4,0
2000,"W Side Field Station, CA",31.3,35379.2,230.7,16.3,5.6,660,39.6,38432.2,277.3,17.7,7.4,852.6,62.7,42492.4,418.8,20.7,6.8,896.8,20.4,46739.7,431.5,26,10.1,1023.6,19.4,50273.7,491.2,30.2,13.2,784.9,0,51987.2,495,35.3,16.8,733.7,6.2,51057.1,503.2,35.1,15.6,672.5,0,47900.5,461.4,36.4,17.8,783.2,0,43766.9,412.4,32.5,15,646.2,0,39529.9,313.6,25.6,10.5,533.6,30.6,36029.8,269.7,17.2,3.4,472.8,0,34406.1,239,16.1,3,546.2,0.5
2001,"Altus, OK",30.5,35872.6,260.6,9,-2.4,518.5,39.3,38667.9,306.7,12,-0.9,578.1,55.5,42403.5,370.4,14.9,2.9,704.9,22.6,46395.6,482.2,25.9,10.2,961.9,2.5,49741.9,399.1,28.6,15,1589.5,203.6,51414.7,439.3,34.8,19.8,2253.9,7.5,50627.1,408,39.5,24,2908.7,0,47724.9,382.7,35.4,21.6,2190.5,102.4,43864.6,387,29.8,15.6,1687.7,48.1,39881.5,362.4,25.7,8,1097.9,1.8,36566.2,228.7,18.6,6.5,1053,77,34977.8,258.5,13,-1.1,594.4,5.2
2001,"Artesia, NM",30.5,36359,296.4,11.5,-3.7,362.5,13.8,38964.9,370.7,17.9,0.1,285.1,10.1,42455.3,404.1,18.4,3.1,445.9,33.9,46186.9,525.6,28,7.1,391.3,7.2,49309.4,484.5,31.7,13.3,714.7,28.4,50866.6,491.3,36.2,18,811.3,25.5,50133.8,476.9,37.6,20.6,1011.6,20.2,47428.3,471.4,34.8,18.7,923.3,12.2,43821.4,444.4,32.1,15,702.8,20.5,40098.2,400.2,27.5,7.8,541.4,9.8,37004.9,268.1,18.8,4,636.7,28.9,35526.5,292.3,14.6,-3.2,414.9,5.4
